method,n,p,m,alpha,gamma,sigma_sq,rotation_method,lambda,mean_mse,se_mse,mean_loading_error,se_loading_error,mean_false_positive_rate,se_false_positive_rate,mean_false_negative_rate,se_false_negative_rate,mean_factor_score_cor,se_factor_score_cor
EFA (quartimax),500,200,3,0.5,0,0.1,quartimax,NA,0.1163006940554894,4.151792932252312e-4,0.6985970813045372,0.004723872621444277,0.34015,0.033830188939369954,0.4825,0.06782408969427561,0.321036604475608,NA
EFA (quartimax),500,200,3,0.5,0,1,quartimax,NA,1.0122540318094466,8.674079798529052e-4,2.224051670941148,0.020172457970262937,0.58305,0.028190974999608855,0.505,0.05735620885202883,0.24932633696363332,NA
EFA (quartimax),500,200,3,0.5,0,5,quartimax,NA,5.15634967687224,0.0037203047374196082,10.180181423402537,0.11843615503567298,0.6137,0.026910778509734716,0.4164,0.05285734362896233,0.2844724091771937,NA
EFA (quartimax),500,200,3,0.5,1,0.1,quartimax,NA,0.15341950981330787,6.467644069713624e-4,0.5602760924494603,0.003853172740817172,0.12505,0.005041911080824291,0,0,0.6663280737204932,NA
EFA (quartimax),500,200,3,0.5,1,1,quartimax,NA,0.9976818559987839,7.638836071816606e-4,2.328606402654945,0.02027001957826676,0.3446,0.0032477307619383743,0,0,0.6582685177128265,NA
EFA (quartimax),500,200,3,0.5,1,5,quartimax,NA,5.096262166375021,0.0036679378545494577,9.964917162097713,0.08645284444652095,0.41465,0.00294768155176441,2e-4,1.3997084244475304e-4,0.6251592083287799,NA
EFA (quartimax),500,200,3,0.5,2,0.1,quartimax,NA,0.1789246372805388,3.9534936617776186e-4,0.5717520186188991,0.0036709065728013643,0.16405,0.005606524078687075,0,0,0.6663851296136062,NA
EFA (quartimax),500,200,3,0.5,2,1,quartimax,NA,0.9945156615971139,7.064397462250839e-4,2.5212744679475287,0.022992176394719854,0.3598,0.0025712698363704596,0,0,0.6513364314446282,NA
EFA (quartimax),500,200,3,0.5,2,5,quartimax,NA,5.070022957918236,0.003428024808927215,9.79846458439591,0.07851597381416417,0.43555,0.003367984015183358,0.009300000000000001,0.00207516903663587,0.59615574026197,NA
EFA (quartimax),500,200,3,0.8,0,0.1,quartimax,NA,0.11282865374522821,5.719448972592179e-4,1.1155905065407234,0.01317991338554435,0.21109090909090908,0.003796141883926494,0,0,0.33482066944814937,NA
EFA (quartimax),500,200,3,0.8,0,1,quartimax,NA,0.9996165839067426,9.844598390218806e-4,3.3982961331604282,0.026290343647852866,0.46654545454545454,0.00259581120079713,0,0,0.3298819318529211,NA
EFA (quartimax),500,200,3,0.8,0,5,quartimax,NA,5.098750817334528,0.003685105613405082,9.646567407733876,0.04953727730092055,0.5174545454545455,0.0025953238434902443,0,0,0.3229771967457781,NA
EFA (quartimax),500,200,3,0.8,1,0.1,quartimax,NA,0.11353550010416731,6.289617412600261e-4,1.1229206523702324,0.012597843206464265,0.21322727272727274,0.0036518051088760225,0,0,0.3311877655073937,NA
EFA (quartimax),500,200,3,0.8,1,1,quartimax,NA,1.001285540035297,7.168281148736497e-4,3.3451876918019874,0.022827338358450546,0.4646818181818182,0.002507544695796421,0,0,0.33121441240141386,NA
EFA (quartimax),500,200,3,0.8,1,5,quartimax,NA,5.09432454776018,0.003817993655409977,9.667977570820922,0.06180583194396849,0.5219545454545454,0.0030771342627034207,0,0,0.3277892143319361,NA
EFA (quartimax),500,200,3,0.8,2,0.1,quartimax,NA,0.11319590847332432,5.731412905620044e-4,1.1451386662574337,0.011484154101011652,0.21472727272727274,0.0033823876871997526,0,0,0.3314866834719756,NA
EFA (quartimax),500,200,3,0.8,2,1,quartimax,NA,1.0002114258588573,9.674708288108104e-4,3.354897272908423,0.027425435679468375,0.4621818181818182,0.0032041095639017913,0,0,0.3275681604931558,NA
EFA (quartimax),500,200,3,0.8,2,5,quartimax,NA,5.093920572204279,0.0036777253630014056,9.732388863498317,0.055698219764800674,0.5155,0.0024345800383011123,0,0,0.3207183860011862,NA
EFA (quartimax),500,200,5,0.2,0,0.1,quartimax,NA,0.1541328634014771,6.939109516154522e-4,1.3314766010987733,0.017655438328655713,0.3965625,0.011179002872778584,0.1947941176470588,0.0034760395261523953,0.13133993944268246,NA
EFA (quartimax),500,200,5,0.2,0,1,quartimax,NA,0.9884222730507493,7.853921572157681e-4,3.786939841713958,0.06026241546632671,0.555,0.008794076305174096,0.24844117647058822,0.004366799667999673,0.12405579871934809,NA
EFA (quartimax),500,200,5,0.2,0,5,quartimax,NA,5.049547771325403,0.003575296319216723,15.950949190076827,0.10300271243416179,0.580375,0.007998445320874577,0.31826470588235295,0.004151611338218285,0.1468432736974259,NA
EFA (quartimax),500,200,5,0.2,1,0.1,quartimax,NA,0.19990053901506477,4.0338541225028385e-4,1.5449493535731573,0.024570040463670176,0.3729375,0.006966351570885845,0.14773529411764705,0.0026344269763958704,0.6610361876092034,NA
EFA (quartimax),500,200,5,0.2,1,1,quartimax,NA,0.9712729171705226,6.460864774887764e-4,4.611347126082251,0.03708936932071527,0.3635625,0.0033271480133984462,0.1797058823529412,0.0018738742118468703,0.5194930297008631,NA
EFA (quartimax),500,200,5,0.2,1,5,quartimax,NA,4.981958222186267,0.002622147007719519,13.658725612032573,0.09338361820269475,0.4720625,0.004251547212366293,0.2937058823529412,0.0027028402963695133,0.4322711119940025,NA
EFA (quartimax),500,200,5,0.2,2,0.1,quartimax,NA,0.2105303057984547,2.244426310123577e-4,2.7602201230174264,0.028766005277277233,0.4728125,0.005332719624819852,0.21726470588235294,0.0033526173470967346,0.578428311987742,NA
EFA (quartimax),500,200,5,0.2,2,1,quartimax,NA,0.967345102660139,5.75164927953863e-4,4.992506819806453,0.03222252211477978,0.415,0.0034057555576358306,0.23755882352941177,0.0019775637590266123,0.4935571190075661,NA
EFA (quartimax),500,200,5,0.2,2,5,quartimax,NA,4.952042272643541,0.003358916114011096,12.231925879152115,0.060766241333694196,0.49625,0.0038805917521608445,0.34402941176470586,0.0022404888459996394,0.3336609436587918,NA
EFA (quartimax),500,200,5,0.5,0,0.1,quartimax,NA,0.11435850581932099,4.815448599255969e-4,0.987745021754946,0.005965435945746275,0.23865,0.01703589547672436,0.5493,0.0695825761089598,0.17783818549873845,NA
EFA (quartimax),500,200,5,0.5,0,1,quartimax,NA,0.9937892208182919,8.525900811968744e-4,5.00856499531079,0.04261041137178669,0.5283,0.013981436307636272,0.536,0.05524490926773253,0.1365800166202456,NA
EFA (quartimax),500,200,5,0.5,0,5,quartimax,NA,5.099918599996171,0.003833285298191007,19.16534370926744,0.13935747726074357,0.547425,0.013387447002505668,0.3444,0.05347851752558866,0.21042693446261002,NA
EFA (quartimax),500,200,5,0.5,1,0.1,quartimax,NA,0.15115115493283943,6.935127574247386e-4,0.8992479972584587,0.006871496868212977,0.15955,0.0036072772252201293,0,0,0.40145982287001136,NA
EFA (quartimax),500,200,5,0.5,1,1,quartimax,NA,0.9775116984062057,7.564973183712643e-4,5.075903732468552,0.04669317722914184,0.4134,0.0024066871124312893,0,0,0.39658213748443744,NA
EFA (quartimax),500,200,5,0.5,1,5,quartimax,NA,5.039810699724348,0.0034606540615758396,17.697814805685994,0.12701532662302947,0.46865,0.0021428095232804115,0,0,0.3729524057657879,NA
EFA (quartimax),500,200,5,0.5,2,0.1,quartimax,NA,0.1762754123159369,4.229853517646289e-4,0.9949873255387004,0.007698992463218361,0.204725,0.003258679540387299,0,0,0.3996363949245771,NA
EFA (quartimax),500,200,5,0.5,2,1,quartimax,NA,0.9742827601244607,7.251579351208216e-4,5.277610328516609,0.03545684972071517,0.425075,0.0023047228573040168,0,0,0.39462872721790354,NA
EFA (quartimax),500,200,5,0.5,2,5,quartimax,NA,5.014739774539725,0.0033013417165100667,16.644360473746435,0.09706920539873035,0.500325,0.0031640539257253436,0.0415,0.005224061286636156,0.3477747212131098,NA
EFA (quartimax),500,200,5,0.8,0,0.1,quartimax,NA,0.11102628589324497,6.126388714364525e-4,1.778254951878456,0.014202450519744392,0.2115952380952381,0.0023789617528879943,0,0,0.199877510591975,NA
EFA (quartimax),500,200,5,0.8,0,1,quartimax,NA,0.9819230682792066,9.265508393009816e-4,5.5543733890190214,0.032233005306619024,0.4654761904761905,0.00239645101412361,0,0,0.19500685870983897,NA
EFA (quartimax),500,200,5,0.8,0,5,quartimax,NA,5.042274069894627,0.003885882767642668,12.813680511208213,0.053463835014555344,0.5194761904761904,0.0020551537192294495,0,0,0.19433867248794182,NA
EFA (quartimax),500,200,5,0.8,1,0.1,quartimax,NA,0.11284243134025518,6.821846708652658e-4,1.7617715662796085,0.012664103449269647,0.2108095238095238,0.002470811605769927,0,0,0.19802114150943115,NA
EFA (quartimax),500,200,5,0.8,1,1,quartimax,NA,0.9806216671696211,8.930728445954804e-4,5.529673522417182,0.038494806064983435,0.4652142857142857,0.0020320930345278107,0,0,0.19637262889876533,NA
EFA (quartimax),500,200,5,0.8,1,5,quartimax,NA,5.03993719299376,0.003726583880350072,12.907857625415145,0.06040393202788408,0.5174285714285715,0.001980620159777452,0,0,0.19624971990337242,NA
EFA (quartimax),500,200,5,0.8,2,0.1,quartimax,NA,0.11144965215387734,5.444599472732588e-4,1.7557024607463327,0.01581415823115056,0.21292857142857144,0.001786931881617076,0,0,0.1993487056786014,NA
EFA (quartimax),500,200,5,0.8,2,1,quartimax,NA,0.9810377318382119,9.244368775511068e-4,5.510153096984238,0.03852410645250092,0.4671666666666667,0.001948326516170916,0,0,0.19761122542498677,NA
EFA (quartimax),500,200,5,0.8,2,5,quartimax,NA,5.033049061987914,0.0033919885299027127,12.842570229560744,0.05407253310507548,0.5163571428571428,0.0021653633987650167,0,0,0.19973626852856072,NA
EFA (quartimin),100,50,3,0.2,0,0.1,quartimin,NA,0.17158792851088578,8.682497334360561e-4,1.2407123352315006,0.017762085736679773,0.5865,0.01624446530548865,0.17072727272727273,0.0072972222007318946,0.3611483142648237,NA
EFA (quartimin),100,50,3,0.2,0,1,quartimin,NA,0.9375984339348477,0.0026850565512093884,2.293349923672624,0.06199754883210892,0.749,0.01681168204140277,0.1509090909090909,0.007433292478573603,0.4765705463361286,NA
EFA (quartimin),100,50,3,0.2,0,5,quartimin,NA,4.820218477142181,0.013551156881753049,6.205749330468426,0.08948964944791216,0.78,0.012535663410560172,0.21145454545454545,0.006112511190264172,0.2645589974941779,NA
EFA (quartimin),100,50,3,0.2,1,0.1,quartimin,NA,0.19301626076387957,5.502983457159402e-4,1.0738962751862053,0.013629822167936491,0.542,0.014041483728798834,0.102,0.005901822274194765,0.6518273636844188,NA
EFA (quartimin),100,50,3,0.2,1,1,quartimin,NA,0.9174624258620927,0.0028382259673029957,2.4465318060935437,0.04324483745457299,0.6925,0.011276895288462103,0.13145454545454546,0.0054123912227890736,0.6344274187821084,NA
EFA (quartimin),100,50,3,0.2,1,5,quartimin,NA,4.775245805228831,0.01491056217263247,4.787027121370614,0.05693854479223619,0.751,0.012267428252016285,0.21727272727272726,0.006709398105501033,0.26778648841935365,NA
EFA (quartimin),100,50,3,0.2,2,0.1,quartimin,NA,0.1977775103368432,4.898427499707703e-4,0.9946630129764364,0.018572359525310236,0.585,0.011693361102674927,0.07709090909090908,0.003257022719878906,0.7966643527496902,NA
EFA (quartimin),100,50,3,0.2,2,1,quartimin,NA,0.9084861105085972,0.00283552551406907,2.2842058222618435,0.04429116526613339,0.712,0.009509393851795785,0.14472727272727273,0.005378818800158492,0.5351831379770611,NA
EFA (quartimin),100,50,3,0.2,2,5,quartimin,NA,4.7354778259023185,0.013957797404202974,3.941185110393312,0.03724013153081807,0.767,0.00998570406702931,0.21418181818181817,0.005110748514600442,0.2558546628013592,NA
EFA (quartimin),100,50,3,0.5,0,0.1,quartimin,NA,0.1096119843204877,9.599396998038756e-4,0.3342965640057679,0.004990920510618996,0.4978,0.029019754003936346,0.396,0.059095218909478484,0.34933184785917265,NA
EFA (quartimin),100,50,3,0.5,0,1,quartimin,NA,0.9434267511489367,0.003361750651602991,2.4150600687425854,0.053804301322367694,0.7445999999999999,0.018319633718823003,0.2524,0.03398386171615664,0.3017117117853876,NA
EFA (quartimin),100,50,3,0.5,0,5,quartimin,NA,4.929489971347075,0.013519803091711273,8.344432722712083,0.1095946095119234,0.803,0.011390113865872941,0.1932,0.02332107744211713,0.25137826584878625,NA
EFA (quartimin),100,50,3,0.5,1,0.1,quartimin,NA,0.1440620649945965,0.0012668069576856204,0.3301189132319341,0.0062085687056924925,0.3748,0.0060084294528433895,0,0,0.6551576827415604,NA
EFA (quartimin),100,50,3,0.5,1,1,quartimin,NA,0.924846944540718,0.0026485637791600096,2.3909310608834526,0.058395057081255315,0.6398,0.007348413684154519,0,0,0.6424123185269777,NA
EFA (quartimin),100,50,3,0.5,1,5,quartimin,NA,4.845146985357665,0.015994124211331784,7.347899635259456,0.10282071944946665,0.7448,0.005651367903762193,0.1056,0.012216282209428862,0.4256347428273456,NA
EFA (quartimin),100,50,3,0.5,2,0.1,quartimin,NA,0.16913024376733296,9.230928010056048e-4,0.4011960931533028,0.00812034508798478,0.4204,0.006608343520250188,0,0,0.6611472556600939,NA
EFA (quartimin),100,50,3,0.5,2,1,quartimin,NA,0.9175929903895187,0.0030931776881096534,2.5074727869000046,0.044068670566010326,0.674,0.006565214453186318,0.009600000000000001,0.0018285714285714285,0.6014650194153405,NA
EFA (quartimin),100,50,3,0.5,2,5,quartimin,NA,4.802609708816279,0.01374656664083804,6.9807844770046,0.08528843900803684,0.754,0.007211102550927978,0.1452,0.008336005013904246,0.29937476344672737,NA
EFA (quartimin),100,50,3,0.8,0,0.1,quartimin,NA,0.10788309098607252,0.0013219700729249983,0.8437026672454022,0.020168738726556595,0.49945454545454543,0.00749840034663896,0,0,0.3351260121249015,NA
EFA (quartimin),100,50,3,0.8,0,1,quartimin,NA,0.917129006677955,0.00411835843746989,3.2836672941038767,0.09303864209645935,0.7689090909090909,0.008583580524054025,0.026,0.005099019513592784,0.31069226375579445,NA
EFA (quartimin),100,50,3,0.8,0,5,quartimin,NA,4.818948406955768,0.018238118764378104,4.43885252650423,0.031496287674286354,0.7850909090909091,0.005453061022498766,0.108,0.007838939953325113,0.25437584714613704,NA
EFA (quartimin),100,50,3,0.8,1,0.1,quartimin,NA,0.10752560930378867,0.0011778117766968975,0.7952744031145058,0.01827490750999171,0.5047272727272727,0.007324675324675324,0,0,0.33692156600676415,NA
EFA (quartimin),100,50,3,0.8,1,1,quartimin,NA,0.9183810524739743,0.0031340718080941714,3.1414897171400296,0.09885986681531468,0.752,0.010259049787714447,0.0185,0.00396476831039369,0.32673565999058374,NA
EFA (quartimin),100,50,3,0.8,1,5,quartimin,NA,4.833415739021895,0.014678684703443414,4.45943710094802,0.024679831963477183,0.7861818181818182,0.005762722693773879,0.111,0.00786233594618115,0.2638336391969999,NA
EFA (quartimin),100,50,3,0.8,2,0.1,quartimin,NA,0.10898866029295264,0.001380352005655543,0.8363766795522193,0.022528235299950912,0.5001818181818182,0.006780613878855451,0,0,0.32534893330685155,NA
EFA (quartimin),100,50,3,0.8,2,1,quartimin,NA,0.9236698208889496,0.0032346331182388894,3.23507458911469,0.09108654056922162,0.775090909090909,0.008331186545314244,0.022,0.005082984821330627,0.3189896706935752,NA
EFA (quartimin),100,50,3,0.8,2,5,quartimin,NA,4.792038593117087,0.016254510529164875,4.43301448915601,0.030114245819792964,0.7801818181818182,0.006397682579253822,0.097,0.009248276176936864,0.2633592022651291,NA
EFA (quartimin),100,50,5,0.2,0,0.1,quartimin,NA,0.13871260659828724,0.001484061011898332,1.218153967970663,0.013621088703827215,0.45425,0.012720554233208552,0.19576470588235295,0.0073912137197753025,0.3747131744942269,NA
EFA (quartimin),100,50,5,0.2,0,1,quartimin,NA,0.8705393604097604,0.002699092432672083,3.8592867898897545,0.045519510615601784,0.72875,0.008858654824866044,0.20788235294117646,0.005262973619659743,0.272573595594759,NA
EFA (quartimin),100,50,5,0.2,0,5,quartimin,NA,4.647542762686534,0.015368774468272024,7.950970414586299,0.08231535310591083,0.7395,0.0070381612858554385,0.2447058823529412,0.00439552834642757,0.17958640893931122,NA
EFA (quartimin),100,50,5,0.2,1,0.1,quartimin,NA,0.18434768102745597,6.376942707609466e-4,1.2848365706937086,0.013580427262608347,0.519,0.010957012478270687,0.15294117647058825,0.008546677065607475,0.4718276210156608,NA
EFA (quartimin),100,50,5,0.2,1,1,quartimin,NA,0.8513559281701498,0.002705810716931502,3.3635378265906404,0.03815275623353518,0.7,0.008907117080957089,0.19976470588235296,0.004925717542918916,0.38189758834268905,NA
EFA (quartimin),100,50,5,0.2,1,5,quartimin,NA,4.549216004684439,0.014775299341604554,5.297084238715035,0.041605667163147404,0.7275,0.008375742428256124,0.2541176470588235,0.004672752529229527,0.16647923565843292,NA
EFA (quartimin),100,50,5,0.2,2,0.1,quartimin,NA,0.19372229816151898,6.638242980042028e-4,1.3792074109279386,0.0142962738907428,0.54575,0.006687350990138482,0.1436470588235294,0.003034951635758977,0.5118433000579155,NA
EFA (quartimin),100,50,5,0.2,2,1,quartimin,NA,0.8358383989930963,0.002179204478850859,3.16845155805925,0.03455096508128193,0.73125,0.006084544656214579,0.21023529411764705,0.004247847209782996,0.28923835513663854,NA
EFA (quartimin),100,50,5,0.2,2,5,quartimin,NA,4.50356133997613,0.013436602219941973,4.189944335750852,0.0390627685010871,0.7215,0.00810517597285959,0.26235294117647057,0.00453781512605042,0.14276566326763282,NA
EFA (quartimin),100,50,5,0.5,0,0.1,quartimin,NA,0.10082498775456387,0.0014031182226764095,0.6334946694560152,0.010737696283323571,0.4707,0.017498693828805787,0.4552,0.06023236637542704,0.18416638974063612,NA
EFA (quartimin),100,50,5,0.5,0,1,quartimin,NA,0.8755974706217982,0.0037593754336243492,5.224534167356687,0.14984522640915,0.7154,0.009809241789750924,0.1828,0.029993250941517096,0.2224120990284196,NA
EFA (quartimin),100,50,5,0.5,0,5,quartimin,NA,4.7083480958769695,0.015809959414488,11.515674086530264,0.078324246918859,0.7539,0.005362930207280651,0.2128,0.01641064860860478,0.1442089031903225,NA
EFA (quartimin),100,50,5,0.5,1,0.1,quartimin,NA,0.13448981280394953,0.001380897190897016,0.6908020210564982,0.01892578613850046,0.40700000000000003,0.006006798869036755,0,0,0.40253900074617327,NA
EFA (quartimin),100,50,5,0.5,1,1,quartimin,NA,0.8545271306417483,0.0029637231900396855,5.176965156814527,0.10836476496129807,0.7116,0.00830593591526996,0.046400000000000004,0.01261602479518224,0.33903229804777213,NA
EFA (quartimin),100,50,5,0.5,1,5,quartimin,NA,4.628011594477705,0.014045518895677869,9.157176459943333,0.06731754304278534,0.7386,0.005283860678847372,0.152,0.00919627253681776,0.20815668078671665,NA
EFA (quartimin),100,50,5,0.5,2,0.1,quartimin,NA,0.16021330778484352,0.0010964651263591703,0.9203438299884814,0.03490417702235982,0.4672,0.005746622788158952,0,0,0.3938868332205807,NA
EFA (quartimin),100,50,5,0.5,2,1,quartimin,NA,0.8459012897492775,0.003152745722970566,5.060975118900381,0.09475804783539862,0.7268,0.006149099817975684,0.0764,0.008469681824253,0.30698672173831765,NA
EFA (quartimin),100,50,5,0.5,2,5,quartimin,NA,4.600072684074824,0.01413585068375015,8.258813000434742,0.05422323826849323,0.7347,0.0047065087368235,0.1968,0.007884057797031854,0.15193835183716245,NA
EFA (quartimin),100,50,5,0.8,0,0.1,quartimin,NA,0.1060113665395012,0.001350788246770151,1.2675667364285386,0.02265905840775231,0.46923809523809523,0.006115203573756512,0,0,0.20501380943654393,NA
EFA (quartimin),100,50,5,0.8,0,1,quartimin,NA,0.8471998150709902,0.003437090680164914,4.339001292966708,0.02801830129174777,0.7857142857142857,0.005134139391595431,0.093,0.006269459502140483,0.1771137260830468,NA
EFA (quartimin),100,50,5,0.8,0,5,quartimin,NA,4.60375567311302,0.014579687277268149,4.746398519451649,0.02043461344835882,0.7412380952380953,0.0039352668451201394,0.1635,0.008547884330675763,0.13796333675955952,NA
EFA (quartimin),100,50,5,0.8,1,0.1,quartimin,NA,0.10213178046296163,0.0014623203453023536,1.2529706980835857,0.02350786519676773,0.45466666666666666,0.006622427142366925,0,0,0.20255670601025938,NA
EFA (quartimin),100,50,5,0.8,1,1,quartimin,NA,0.8506410549541361,0.0037146238281782003,4.278177850630021,0.035354800072341014,0.7750476190476191,0.0061939289167684125,0.089,0.006744612362350215,0.1900204335277344,NA
EFA (quartimin),100,50,5,0.8,1,5,quartimin,NA,4.603346785556233,0.013864060769546887,4.762966271986941,0.02102358643818515,0.7427619047619047,0.004864758982459989,0.164,0.008694356602687393,0.14672928781567895,NA
EFA (quartimin),100,50,5,0.8,2,0.1,quartimin,NA,0.10499207636834876,0.001530929430977464,1.3218635112437438,0.026996709595942553,0.4645714285714286,0.005915098010129166,0,0,0.19801813710260638,NA
EFA (quartimin),100,50,5,0.8,2,1,quartimin,NA,0.8490493380984362,0.00312582723074296,4.285507416891665,0.03233196718781595,0.7759047619047619,0.005575592539971002,0.0905,0.007280460290449795,0.18433964856933677,NA
EFA (quartimin),100,50,5,0.8,2,5,quartimin,NA,4.618437490833899,0.014347250794849229,4.766882283319517,0.01691281640131292,0.7476190476190476,0.005228810571585207,0.1685,0.007485019051684614,0.12827199506894213,NA
EFA (quartimin),100,100,3,0.2,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.2,2,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.5,2,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,3,0.8,2,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.2,2,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.5,2,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,0,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,0,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,0,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,1,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,1,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,1,5,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,2,0.1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFA (quartimin),100,100,5,0.8,2,1,quartimin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
