method,n,p,m,alpha,gamma,sigma_sq,rotation_method,lambda,mean_mse,se_mse,mean_loading_error,se_loading_error,mean_false_positive_rate,se_false_positive_rate,mean_false_negative_rate,se_false_negative_rate,mean_factor_score_cor,se_factor_score_cor
EFA (quartimax),500,50,3,0.2,0,1,quartimax,NA,0.9587919461829425,NA,0.548163171226232,NA,0.7,NA,0.16363636363636364,NA,0.24858946627715792,NA
EFA (quartimax),500,50,3,0.2,0,5,quartimax,NA,5.023606454724414,NA,4.025994025217932,NA,0.75,NA,0.32727272727272727,NA,0.06934883495654176,NA
EFA (quartimax),500,50,3,0.2,1,0.1,quartimax,NA,0.1905567944423318,NA,0.44384050874671566,NA,0.8,NA,0.01818181818181818,NA,0.9500874813317172,NA
EFA (quartimax),500,50,3,0.2,1,1,quartimax,NA,0.9766436922258068,NA,0.850921176351429,NA,0.425,NA,0.09090909090909091,NA,0.7589319612762098,NA
EFA (quartimax),500,50,3,0.2,1,5,quartimax,NA,4.881378412828524,NA,2.969063542841498,NA,0.45,NA,0.2,NA,0.4859164510247827,NA
EFA (quartimax),500,50,3,0.2,2,0.1,quartimax,NA,0.19869390466625556,NA,0.6608842901111274,NA,0.8,NA,0.045454545454545456,NA,0.9054336487911818,NA
EFA (quartimax),500,50,3,0.2,2,1,quartimax,NA,0.9645275316552377,NA,0.8051054658696533,NA,0.45,NA,0.13636363636363635,NA,0.6797367894296626,NA
EFA (quartimax),500,50,3,0.2,2,5,quartimax,NA,4.904791187172558,NA,2.6946257076411797,NA,0.6,NA,0.24545454545454545,NA,0.3749657790231926,NA
EFA (quartimax),500,50,3,0.5,0,0.1,quartimax,NA,0.11135716825105382,NA,0.20709843576549147,NA,0.17,NA,0,NA,0.6680742213635384,NA
EFA (quartimax),500,50,3,0.5,0,1,quartimax,NA,0.9959411493921949,NA,0.8744399350560919,NA,0.83,NA,0.84,NA,-0.007445404246861809,NA
EFA (quartimax),500,50,3,0.5,0,5,quartimax,NA,5.123304565899986,NA,3.7311556728681197,NA,0.43,NA,0,NA,0.5612471099435888,NA
EFA (quartimax),500,50,3,0.5,1,0.1,quartimax,NA,0.14964457263917436,NA,0.15825807459356156,NA,0.15,NA,0,NA,0.6490458766777553,NA
EFA (quartimax),500,50,3,0.5,1,1,quartimax,NA,0.9687903927690443,NA,0.8751096036899817,NA,0.41,NA,0,NA,0.6348056046703451,NA
EFA (quartimax),500,50,3,0.5,1,5,quartimax,NA,5.030842670763076,NA,3.320019319448278,NA,0.51,NA,0,NA,0.5569409129944993,NA
EFA (quartimax),500,50,3,0.5,2,0.1,quartimax,NA,0.16770330685227866,NA,0.16580997927513863,NA,0.25,NA,0,NA,0.6837709549781151,NA
EFA (quartimax),500,50,3,0.5,2,1,quartimax,NA,0.9758488717719157,NA,1.010721556808349,NA,0.42,NA,0,NA,0.5904235400553551,NA
EFA (quartimax),500,50,3,0.5,2,5,quartimax,NA,5.027506744444497,NA,3.735916087271562,NA,0.54,NA,0.08,NA,0.47126666018669394,NA
EFA (quartimax),500,50,3,0.8,0,0.1,quartimax,NA,0.10998640623926811,NA,0.43114522266356303,NA,0.3090909090909091,NA,0,NA,0.32149891869006736,NA
EFA (quartimax),500,50,3,0.8,0,1,quartimax,NA,0.9721186724805024,NA,1.259544293348137,NA,0.5545454545454546,NA,0,NA,0.2926732749081588,NA
EFA (quartimax),500,50,3,0.8,0,5,quartimax,NA,5.022647642720222,NA,3.307689642300608,NA,0.5636363636363636,NA,0,NA,0.2879179592472148,NA
EFA (quartimax),500,50,3,0.8,1,0.1,quartimax,NA,0.10467449396299858,NA,0.3458028193688012,NA,0.3181818181818182,NA,0,NA,0.3343239930151785,NA
EFA (quartimax),500,50,3,0.8,1,1,quartimax,NA,0.9617775956949627,NA,1.4103460913267902,NA,0.5545454545454546,NA,0,NA,0.34453704245201167,NA
EFA (quartimax),500,50,3,0.8,1,5,quartimax,NA,5.004766629018252,NA,3.3363150886899415,NA,0.6818181818181818,NA,0,NA,0.318350652508554,NA
EFA (quartimax),500,50,3,0.8,2,0.1,quartimax,NA,0.11560870335049979,NA,0.3548892111432096,NA,0.2909090909090909,NA,0,NA,0.3525013785015004,NA
EFA (quartimax),500,50,3,0.8,2,1,quartimax,NA,0.9776254121402559,NA,1.1731074984911238,NA,0.5272727272727272,NA,0,NA,0.3674852453799225,NA
EFA (quartimax),500,50,3,0.8,2,5,quartimax,NA,5.070791109167068,NA,2.930695348649645,NA,0.5181818181818182,NA,0,NA,0.3276737887322751,NA
EFA (quartimax),500,50,5,0.2,0,0.1,quartimax,NA,0.14805895982124304,NA,0.40904138804854284,NA,0.275,NA,0.19411764705882353,NA,0.21742193082268646,NA
EFA (quartimax),500,50,5,0.2,0,1,quartimax,NA,0.9324887501541457,NA,1.6738439768317868,NA,0.6375,NA,0.21176470588235294,NA,0.20037303422091218,NA
EFA (quartimax),500,50,5,0.2,0,5,quartimax,NA,4.877755684216865,NA,5.323206446480434,NA,0.4875,NA,0.2411764705882353,NA,0.3985612028710046,NA
EFA (quartimax),500,50,5,0.2,1,0.1,quartimax,NA,0.1894579627998761,NA,0.47862665634906953,NA,0.5125,NA,0.10588235294117647,NA,0.6712451569423226,NA
EFA (quartimax),500,50,5,0.2,1,1,quartimax,NA,0.9254876367627697,NA,1.7389751800296303,NA,0.425,NA,0.1,NA,0.4882407480089153,NA
EFA (quartimax),500,50,5,0.2,1,5,quartimax,NA,4.844048438260906,NA,3.9174282476085622,NA,0.525,NA,0.27058823529411763,NA,0.3107718693858344,NA
EFA (quartimax),500,50,5,0.2,2,0.1,quartimax,NA,0.19581606649126282,NA,0.581575535313613,NA,0.45,NA,0.1588235294117647,NA,0.528992939587291,NA
EFA (quartimax),500,50,5,0.2,2,1,quartimax,NA,0.9189251050512639,NA,1.8171335346159525,NA,0.4125,NA,0.2235294117647059,NA,0.38194097622887146,NA
EFA (quartimax),500,50,5,0.2,2,5,quartimax,NA,4.777530550301571,NA,3.587486565969096,NA,0.6375,NA,0.3235294117647059,NA,0.20513192989565127,NA
EFA (quartimax),500,50,5,0.5,0,0.1,quartimax,NA,0.10764401288758152,NA,0.33745206216460844,NA,0.4,NA,1,NA,0.024281500409591105,NA
EFA (quartimax),500,50,5,0.5,0,1,quartimax,NA,0.9415953958091242,NA,2.279814204237603,NA,0.62,NA,0.7,NA,-0.012114620451865909,NA
EFA (quartimax),500,50,5,0.5,0,5,quartimax,NA,5.08544886458447,NA,5.907496406757421,NA,0.455,NA,0,NA,0.3564195312573994,NA
EFA (quartimax),500,50,5,0.5,1,0.1,quartimax,NA,0.1349115549717575,NA,0.29841488941051963,NA,0.255,NA,0,NA,0.4076237459071918,NA
EFA (quartimax),500,50,5,0.5,1,1,quartimax,NA,0.924679780193399,NA,2.243814362219048,NA,0.4,NA,0,NA,0.3746426163224116,NA
EFA (quartimax),500,50,5,0.5,1,5,quartimax,NA,4.897260352835009,NA,6.000054018404144,NA,0.575,NA,0.02,NA,0.2896253394581368,NA
EFA (quartimax),500,50,5,0.5,2,0.1,quartimax,NA,0.16247848274201385,NA,0.3850598144089261,NA,0.29,NA,0,NA,0.39544032681332036,NA
EFA (quartimax),500,50,5,0.5,2,1,quartimax,NA,0.9421799110149935,NA,1.7151226790564884,NA,0.51,NA,0,NA,0.38730201086416877,NA
EFA (quartimax),500,50,5,0.5,2,5,quartimax,NA,4.8630297960869955,NA,5.241146455989851,NA,0.525,NA,0.06,NA,0.25876991992364606,NA
EFA (quartimax),500,50,5,0.8,0,0.1,quartimax,NA,0.1002721344749854,NA,0.6860548416511438,NA,0.2571428571428571,NA,0,NA,0.17901529979207087,NA
EFA (quartimax),500,50,5,0.8,0,1,quartimax,NA,0.9276124785957789,NA,2.2104878234141605,NA,0.5095238095238095,NA,0,NA,0.17024982251437762,NA
EFA (quartimax),500,50,5,0.8,0,5,quartimax,NA,4.833983240868544,NA,3.842817489046978,NA,0.6047619047619047,NA,0,NA,0.1603308195639976,NA
EFA (quartimax),500,50,5,0.8,1,0.1,quartimax,NA,0.10684491400926675,NA,0.631542576793171,NA,0.3476190476190476,NA,0,NA,0.1842452376995764,NA
EFA (quartimax),500,50,5,0.8,1,1,quartimax,NA,0.9441171299204528,NA,2.0228158365297118,NA,0.5190476190476191,NA,0,NA,0.17862677124810206,NA
EFA (quartimax),500,50,5,0.8,1,5,quartimax,NA,4.898737384572419,NA,3.783329221948277,NA,0.5428571428571428,NA,0,NA,0.2057767248551027,NA
EFA (quartimax),500,50,5,0.8,2,0.1,quartimax,NA,0.10880585437575145,NA,0.5415620019106484,NA,0.319047619047619,NA,0,NA,0.18316253641869576,NA
EFA (quartimax),500,50,5,0.8,2,1,quartimax,NA,0.9472268643914438,NA,1.978522850516355,NA,0.5,NA,0,NA,0.1485856311438599,NA
EFA (quartimax),500,50,5,0.8,2,5,quartimax,NA,4.884370553075031,NA,3.8002031244366146,NA,0.5428571428571428,NA,0,NA,0.17075479977546637,NA
EFA (quartimax),500,100,3,0.2,0,0.1,quartimax,NA,0.18263469595700796,NA,0.9556523243432196,NA,0.15,NA,0,NA,0.9895011206464719,NA
EFA (quartimax),500,100,3,0.2,0,1,quartimax,NA,0.974133408134658,NA,0.9069033148395604,NA,0.6375,NA,0.18181818181818182,NA,0.29953715521820334,NA
EFA (quartimax),500,100,3,0.2,0,5,quartimax,NA,5.030073532728469,NA,5.3471159069700605,NA,0.7625,NA,0.2545454545454545,NA,0.2026064356259158,NA
EFA (quartimax),500,100,3,0.2,1,0.1,quartimax,NA,0.2016349702184367,NA,0.9170440161347635,NA,0.675,NA,0.02727272727272727,NA,0.9723200051801849,NA
EFA (quartimax),500,100,3,0.2,1,1,quartimax,NA,0.9733011733216833,NA,1.3662683905475959,NA,0.4125,NA,0.08181818181818182,NA,0.8411411635352442,NA
EFA (quartimax),500,100,3,0.2,1,5,quartimax,NA,5.018617639113024,NA,5.266670670668326,NA,0.5,NA,0.2590909090909091,NA,0.517533005370148,NA
EFA (quartimax),500,100,3,0.2,2,0.1,quartimax,NA,0.20499559728198366,NA,1.316860112693547,NA,0.6625,NA,0.05909090909090909,NA,0.9463604099202202,NA
EFA (quartimax),500,100,3,0.2,2,1,quartimax,NA,0.967502454392824,NA,1.7705399606275645,NA,0.425,NA,0.15454545454545454,NA,0.6188961471837103,NA
EFA (quartimax),500,100,3,0.2,2,5,quartimax,NA,4.927306530873708,NA,5.678952651551638,NA,0.5625,NA,0.2818181818181818,NA,0.45989782035227994,NA
EFA (quartimax),500,100,3,0.5,0,0.1,quartimax,NA,0.12143957803941563,NA,0.36779438797481134,NA,0.085,NA,0,NA,0.6664485091383472,NA
EFA (quartimax),500,100,3,0.5,0,1,quartimax,NA,1.0077201264755082,NA,1.443867451699866,NA,0.365,NA,0,NA,0.6432942406750521,NA
EFA (quartimax),500,100,3,0.5,0,5,quartimax,NA,5.10668652846396,NA,5.79645137101658,NA,0.38,NA,0,NA,0.6142358912103932,NA
EFA (quartimax),500,100,3,0.5,1,0.1,quartimax,NA,0.14631371328676412,NA,0.29201634630739903,NA,0.12,NA,0,NA,0.6625783507825554,NA
EFA (quartimax),500,100,3,0.5,1,1,quartimax,NA,0.9872184433975812,NA,1.4558776333507737,NA,0.395,NA,0,NA,0.6610310488764072,NA
EFA (quartimax),500,100,3,0.5,1,5,quartimax,NA,5.065562745232011,NA,6.169476733311079,NA,0.42,NA,0,NA,0.591448352602622,NA
EFA (quartimax),500,100,3,0.5,2,0.1,quartimax,NA,0.17823264571392172,NA,0.3034191189692308,NA,0.165,NA,0,NA,0.6726873900209929,NA
EFA (quartimax),500,100,3,0.5,2,1,quartimax,NA,0.9839570081207578,NA,1.5946860435558037,NA,0.4,NA,0,NA,0.6692555923813226,NA
EFA (quartimax),500,100,3,0.5,2,5,quartimax,NA,5.0830178098334455,NA,5.434414730818606,NA,0.5,NA,0.02,NA,0.5533210062635229,NA
EFA (quartimax),500,100,3,0.8,0,0.1,quartimax,NA,0.11086436305810808,NA,0.766561659153016,NA,0.2636363636363636,NA,0,NA,0.29280797102951944,NA
EFA (quartimax),500,100,3,0.8,0,1,quartimax,NA,0.9738329898220139,NA,2.1914142181290828,NA,0.4863636363636364,NA,0,NA,0.38819489930143153,NA
EFA (quartimax),500,100,3,0.8,0,5,quartimax,NA,5.020930224364494,NA,5.6175980983932075,NA,0.6409090909090909,NA,0,NA,0.3301656325391704,NA
EFA (quartimax),500,100,3,0.8,1,0.1,quartimax,NA,0.11738238573309567,NA,0.7513851792127149,NA,0.2909090909090909,NA,0,NA,0.3555229157518828,NA
EFA (quartimax),500,100,3,0.8,1,1,quartimax,NA,0.9844376181043853,NA,2.159464044543448,NA,0.5181818181818182,NA,0,NA,0.34532302324678926,NA
EFA (quartimax),500,100,3,0.8,1,5,quartimax,NA,5.073680756816933,NA,5.69911696402162,NA,0.5363636363636364,NA,0,NA,0.3154568162241298,NA
EFA (quartimax),500,100,3,0.8,2,0.1,quartimax,NA,0.12180210782345582,NA,0.7239619986658887,NA,0.2863636363636364,NA,0,NA,0.2974126758753178,NA
EFA (quartimax),500,100,3,0.8,2,1,quartimax,NA,0.9847701035880606,NA,2.1176055103433526,NA,0.5136363636363637,NA,0,NA,0.34608191336107585,NA
EFA (quartimax),500,100,3,0.8,2,5,quartimax,NA,5.079563634464472,NA,5.652925103256647,NA,0.5818181818181818,NA,0,NA,0.29490086682838074,NA
EFA (quartimax),500,100,5,0.2,0,0.1,quartimax,NA,0.1469886337461738,NA,0.6296926171496722,NA,0.4375,NA,0.23529411764705882,NA,-0.07599116414264857,NA
EFA (quartimax),500,100,5,0.2,0,1,quartimax,NA,0.9818221113578726,NA,2.4076361569731617,NA,0.6,NA,0.24705882352941178,NA,-0.020981409972883027,NA
EFA (quartimax),500,100,5,0.2,0,5,quartimax,NA,5.084684918264289,NA,8.689345002141597,NA,0.60625,NA,0.26176470588235295,NA,0.2502587329137632,NA
EFA (quartimax),500,100,5,0.2,1,0.1,quartimax,NA,0.19741914112492756,NA,0.9112040638730434,NA,0.28125,NA,0.13529411764705881,NA,0.6812101195962865,NA
EFA (quartimax),500,100,5,0.2,1,1,quartimax,NA,0.9530310146308952,NA,2.671107875005994,NA,0.4125,NA,0.1411764705882353,NA,0.5237508186595684,NA
EFA (quartimax),500,100,5,0.2,1,5,quartimax,NA,4.933972696586212,NA,8.024878858988764,NA,0.6,NA,0.3352941176470588,NA,0.2973084779160525,NA
EFA (quartimax),500,100,5,0.2,2,0.1,quartimax,NA,0.20399236889927702,NA,1.5874858394107996,NA,0.55625,NA,0.21176470588235294,NA,0.5465233332313626,NA
EFA (quartimax),500,100,5,0.2,2,1,quartimax,NA,0.9512640256658094,NA,2.811104856972129,NA,0.46875,NA,0.22647058823529412,NA,0.4715789553705091,NA
EFA (quartimax),500,100,5,0.2,2,5,quartimax,NA,4.95371323336522,NA,6.548833694955746,NA,0.575,NA,0.31176470588235294,NA,0.18316683442852455,NA
EFA (quartimax),500,100,5,0.5,0,0.1,quartimax,NA,0.11159175940908474,NA,0.6060548218925703,NA,0.3775,NA,0.91,NA,8.479038895103457e-4,NA
EFA (quartimax),500,100,5,0.5,0,1,quartimax,NA,0.9788851954125838,NA,3.122411677094604,NA,0.4225,NA,0,NA,0.3904528042339103,NA
EFA (quartimax),500,100,5,0.5,0,5,quartimax,NA,5.071301972308001,NA,11.018818520848704,NA,0.68,NA,0.8,NA,0.022043197702297228,NA
EFA (quartimax),500,100,5,0.5,1,0.1,quartimax,NA,0.1379496824403683,NA,0.43984340741505434,NA,0.185,NA,0,NA,0.4180494475984633,NA
EFA (quartimax),500,100,5,0.5,1,1,quartimax,NA,0.9588098585070766,NA,3.14601697411247,NA,0.45,NA,0,NA,0.39399445301905395,NA
EFA (quartimax),500,100,5,0.5,1,5,quartimax,NA,5.022348182130474,NA,9.063851714014959,NA,0.5475,NA,0,NA,0.3862665237239133,NA
EFA (quartimax),500,100,5,0.5,2,0.1,quartimax,NA,0.17207656968059845,NA,0.5888494183342772,NA,0.2275,NA,0,NA,0.42355829069516265,NA
EFA (quartimax),500,100,5,0.5,2,1,quartimax,NA,0.9607800260420039,NA,3.1646457602203384,NA,0.425,NA,0,NA,0.3638258910368314,NA
EFA (quartimax),500,100,5,0.5,2,5,quartimax,NA,4.994224070971649,NA,9.630164691735615,NA,0.575,NA,0.17,NA,0.327268664003994,NA
EFA (quartimax),500,100,5,0.8,0,0.1,quartimax,NA,0.10599472905616061,NA,1.0969999306205942,NA,0.24047619047619048,NA,0,NA,0.18280377317042312,NA
EFA (quartimax),500,100,5,0.8,0,1,quartimax,NA,0.9582262387624565,NA,3.247038870851025,NA,0.4928571428571429,NA,0,NA,0.20764810209642634,NA
EFA (quartimax),500,100,5,0.8,0,5,quartimax,NA,4.998740439294533,NA,6.881249368082747,NA,0.55,NA,0,NA,0.19153599160306545,NA
EFA (quartimax),500,100,5,0.8,1,0.1,quartimax,NA,0.10972869908026575,NA,1.08262185546889,NA,0.23809523809523808,NA,0,NA,0.18982200456869217,NA
EFA (quartimax),500,100,5,0.8,1,1,quartimax,NA,0.9694582109554859,NA,3.214630468737525,NA,0.5047619047619047,NA,0,NA,0.18120304769182766,NA
EFA (quartimax),500,100,5,0.8,1,5,quartimax,NA,4.946635248910097,NA,6.862800710747048,NA,0.5380952380952381,NA,0,NA,0.19333773806039917,NA
EFA (quartimax),500,100,5,0.8,2,0.1,quartimax,NA,0.10444837384139917,NA,0.9419322571866857,NA,0.22142857142857142,NA,0,NA,0.21489792109707911,NA
EFA (quartimax),500,100,5,0.8,2,1,quartimax,NA,0.967442868151975,NA,2.933169781345679,NA,0.5,NA,0,NA,0.22557806927765728,NA
EFA (quartimax),500,100,5,0.8,2,5,quartimax,NA,4.971077649030946,NA,7.128117162124936,NA,0.5666666666666667,NA,0,NA,0.20544549772884668,NA
EFA (quartimax),500,200,3,0.2,0,0.1,quartimax,NA,0.17583151625779347,NA,1.6673494138872371,NA,0.15625,NA,0,NA,0.9948923984930493,NA
EFA (quartimax),500,200,3,0.2,0,1,quartimax,NA,0.9938614267357188,NA,1.5844555016697655,NA,0.5875,NA,0.17727272727272728,NA,0.3053488114924447,NA
EFA (quartimax),500,200,3,0.2,0,5,quartimax,NA,5.064911631519858,NA,6.828279096853613,NA,0.6875,NA,0.26590909090909093,NA,0.1997710360920653,NA
EFA (quartimax),500,200,3,0.2,1,0.1,quartimax,NA,0.20362426132988626,NA,1.7239076486891634,NA,0.75625,NA,0.015909090909090907,NA,0.9798846309713825,NA
EFA (quartimax),500,200,3,0.2,1,1,quartimax,NA,0.9903141950035638,NA,1.9076658310670709,NA,0.3,NA,0.04772727272727273,NA,0.9065303141937832,NA
EFA (quartimax),500,200,3,0.2,1,5,quartimax,NA,5.041902242971766,NA,8.839831708608461,NA,0.39375,NA,0.2,NA,0.6046092793335999,NA
EFA (quartimax),500,200,3,0.2,2,0.1,quartimax,NA,0.21136995124609487,NA,2.544123259034677,NA,0.75625,NA,0.08181818181818182,NA,0.9578484717939348,NA
EFA (quartimax),500,200,3,0.2,2,1,quartimax,NA,0.9787299212011525,NA,2.9212950852885626,NA,0.3625,NA,0.13636363636363635,NA,0.7111461405455417,NA
EFA (quartimax),500,200,3,0.2,2,5,quartimax,NA,5.0013871320676815,NA,7.775358616435174,NA,0.4375,NA,0.2909090909090909,NA,0.5907893492606247,NA
EFA (quartimax),500,200,3,0.5,0,0.1,quartimax,NA,0.1163865089937098,NA,0.7487865686723296,NA,0.0925,NA,0,NA,0.6528459075495209,NA
EFA (quartimax),500,200,3,0.5,0,1,quartimax,NA,1.0113828065443902,NA,2.1850318746527364,NA,0.7075,NA,0.88,NA,0.008492260303510496,NA
EFA (quartimax),500,200,3,0.5,0,5,quartimax,NA,5.1453464015432235,NA,10.373144239640709,NA,0.3975,NA,0,NA,0.6318193858789777,NA
EFA (quartimax),500,200,3,0.5,1,0.1,quartimax,NA,0.15317316843772272,NA,0.5373813868898054,NA,0.095,NA,0,NA,0.6728278564552733,NA
EFA (quartimax),500,200,3,0.5,1,1,quartimax,NA,0.9890819862542336,NA,2.327140368067802,NA,0.35,NA,0,NA,0.6585300249692685,NA
EFA (quartimax),500,200,3,0.5,1,5,quartimax,NA,5.082914680994782,NA,10.236363233853737,NA,0.4175,NA,0,NA,0.6338999525056628,NA
EFA (quartimax),500,200,3,0.5,2,0.1,quartimax,NA,0.17648260449284173,NA,0.5536607926576522,NA,0.1675,NA,0,NA,0.6716502971664376,NA
EFA (quartimax),500,200,3,0.5,2,1,quartimax,NA,0.9940406659652292,NA,2.5363440488188473,NA,0.3475,NA,0,NA,0.6589871415091131,NA
EFA (quartimax),500,200,3,0.5,2,5,quartimax,NA,5.068948321242069,NA,10.021069058540405,NA,0.395,NA,0.005,NA,0.6046546951045682,NA
EFA (quartimax),500,200,3,0.8,0,0.1,quartimax,NA,0.11455944546377192,NA,1.2134794563815916,NA,0.22045454545454546,NA,0,NA,0.33332644050492827,NA
EFA (quartimax),500,200,3,0.8,0,1,quartimax,NA,0.9865107561228956,NA,3.8117070671218585,NA,0.45681818181818185,NA,0,NA,0.33278005763091634,NA
EFA (quartimax),500,200,3,0.8,0,5,quartimax,NA,5.088771819124904,NA,9.398663025639689,NA,0.5181818181818182,NA,0,NA,0.3038797034731426,NA
EFA (quartimax),500,200,3,0.8,1,0.1,quartimax,NA,0.11404421680593269,NA,1.109797593833818,NA,0.26136363636363635,NA,0,NA,0.33164199978347314,NA
EFA (quartimax),500,200,3,0.8,1,1,quartimax,NA,1.0024554344687302,NA,3.4318633057926533,NA,0.45454545454545453,NA,0,NA,0.3041377093183837,NA
EFA (quartimax),500,200,3,0.8,1,5,quartimax,NA,5.050457116732315,NA,9.311225792196279,NA,0.5409090909090909,NA,0,NA,0.31329011919830085,NA
EFA (quartimax),500,200,3,0.8,2,0.1,quartimax,NA,0.11717118686976574,NA,1.2375314292662978,NA,0.21818181818181817,NA,0,NA,0.3593469824248584,NA
EFA (quartimax),500,200,3,0.8,2,1,quartimax,NA,1.0110990898897114,NA,3.3985813923341297,NA,0.45454545454545453,NA,0,NA,0.32579610246868473,NA
EFA (quartimax),500,200,3,0.8,2,5,quartimax,NA,5.124261757670471,NA,9.864104668562373,NA,0.4772727272727273,NA,0,NA,0.33210109797327886,NA
EFA (quartimax),500,200,5,0.2,0,0.1,quartimax,NA,0.1519297856171041,NA,1.3384077786362667,NA,0.259375,NA,0.18382352941176472,NA,0.1954464940115536,NA
EFA (quartimax),500,200,5,0.2,0,1,quartimax,NA,0.9754954689980613,NA,3.547555601764387,NA,0.459375,NA,0.23529411764705882,NA,0.20676675706554867,NA
EFA (quartimax),500,200,5,0.2,0,5,quartimax,NA,5.091255376463283,NA,15.630841443303062,NA,0.646875,NA,0.34558823529411764,NA,0.024098050285435817,NA
EFA (quartimax),500,200,5,0.2,1,0.1,quartimax,NA,0.20291802721152527,NA,1.4338813912295407,NA,0.30625,NA,0.14411764705882352,NA,0.7192775586179808,NA
EFA (quartimax),500,200,5,0.2,1,1,quartimax,NA,0.968024455755602,NA,4.752147612330695,NA,0.365625,NA,0.17058823529411765,NA,0.529261796344977,NA
EFA (quartimax),500,200,5,0.2,1,5,quartimax,NA,4.980256055683994,NA,13.576672630085831,NA,0.46875,NA,0.33088235294117646,NA,0.441211208830423,NA
EFA (quartimax),500,200,5,0.2,2,0.1,quartimax,NA,0.20897767425191,NA,2.7259261590636683,NA,0.465625,NA,0.19705882352941176,NA,0.5934362753667918,NA
EFA (quartimax),500,200,5,0.2,2,1,quartimax,NA,0.9697426769632838,NA,5.089335432526273,NA,0.359375,NA,0.22941176470588234,NA,0.525759273934757,NA
EFA (quartimax),500,200,5,0.2,2,5,quartimax,NA,4.938297221586179,NA,12.493446419071072,NA,0.490625,NA,0.36176470588235293,NA,0.33116518809169493,NA
EFA (quartimax),500,200,5,0.5,0,0.1,quartimax,NA,0.110610992134987,NA,0.9704828899214846,NA,0.1075,NA,0,NA,0.3825964197635447,NA
EFA (quartimax),500,200,5,0.5,0,1,quartimax,NA,1.0020398106320498,NA,5.087904528025106,NA,0.58,NA,0.83,NA,0.018924674126989626,NA
EFA (quartimax),500,200,5,0.5,0,5,quartimax,NA,5.034079267438253,NA,19.172295625020638,NA,0.64125,NA,0.74,NA,0.007360580931275621,NA
EFA (quartimax),500,200,5,0.5,1,0.1,quartimax,NA,0.15623716394596515,NA,0.8846989493782615,NA,0.16625,NA,0,NA,0.40287524811816366,NA
EFA (quartimax),500,200,5,0.5,1,1,quartimax,NA,0.9731243676634526,NA,5.130392631435399,NA,0.415,NA,0,NA,0.39107991956826127,NA
EFA (quartimax),500,200,5,0.5,1,5,quartimax,NA,5.006987508387477,NA,20.105709066172437,NA,0.48625,NA,0,NA,0.3722883104078206,NA
EFA (quartimax),500,200,5,0.5,2,0.1,quartimax,NA,0.17334329642750507,NA,0.9863987900554889,NA,0.245,NA,0,NA,0.39437240336144747,NA
EFA (quartimax),500,200,5,0.5,2,1,quartimax,NA,0.9750376545169839,NA,5.3685008744332094,NA,0.44,NA,0,NA,0.40155626731278915,NA
EFA (quartimax),500,200,5,0.5,2,5,quartimax,NA,5.0021253361538935,NA,16.46634283064195,NA,0.49625,NA,0.025,NA,0.36145200688335094,NA
EFA (quartimax),500,200,5,0.8,0,0.1,quartimax,NA,0.108737656856553,NA,1.80192120669129,NA,0.20833333333333334,NA,0,NA,0.17437284126858488,NA
EFA (quartimax),500,200,5,0.8,0,1,quartimax,NA,0.9796783488696665,NA,5.81357644217929,NA,0.4654761904761905,NA,0,NA,0.22735035594701172,NA
EFA (quartimax),500,200,5,0.8,0,5,quartimax,NA,5.067352604485102,NA,12.742959657132015,NA,0.5464285714285714,NA,0,NA,0.17670386978149766,NA
EFA (quartimax),500,200,5,0.8,1,0.1,quartimax,NA,0.11680020231793604,NA,1.676474013686743,NA,0.22738095238095238,NA,0,NA,0.19354716436959904,NA
EFA (quartimax),500,200,5,0.8,1,1,quartimax,NA,0.9897398626947697,NA,5.151817857125657,NA,0.4488095238095238,NA,0,NA,0.22783649685723192,NA
EFA (quartimax),500,200,5,0.8,1,5,quartimax,NA,5.051663949926128,NA,12.654498660682805,NA,0.530952380952381,NA,0,NA,0.1929920092877844,NA
EFA (quartimax),500,200,5,0.8,2,0.1,quartimax,NA,0.1085379038557315,NA,1.672080303354882,NA,0.21071428571428572,NA,0,NA,0.21473949443223636,NA
EFA (quartimax),500,200,5,0.8,2,1,quartimax,NA,0.984518036145913,NA,5.60961585321547,NA,0.4773809523809524,NA,0,NA,0.21165266359998447,NA
EFA (quartimax),500,200,5,0.8,2,5,quartimax,NA,5.031408696267526,NA,12.871881454611021,NA,0.5226190476190476,NA,0,NA,0.21555394924585444,NA
EFA (quartimin),100,50,3,0.2,0,0.1,quartimin,NA,0.17866002279881346,NA,1.2867863134613522,NA,0.525,NA,0.13636363636363635,NA,0.49244599671772127,NA
EFA (quartimin),100,50,3,0.2,0,1,quartimin,NA,0.9621400733727935,NA,1.8361000378760863,NA,0.775,NA,0.18181818181818182,NA,0.26683561938426364,NA
EFA (quartimin),100,50,3,0.2,0,5,quartimin,NA,4.739015532023149,NA,5.916422012426221,NA,0.85,NA,0.19090909090909092,NA,0.00818897055396015,NA
EFA (quartimin),100,50,3,0.2,1,0.1,quartimin,NA,0.1991861328837267,NA,1.0456025290057624,NA,0.65,NA,0.17272727272727273,NA,0.4102993565214839,NA
EFA (quartimin),100,50,3,0.2,1,1,quartimin,NA,0.9400443392510417,NA,2.2607954977146045,NA,0.625,NA,0.15454545454545454,NA,0.7351619606529293,NA
EFA (quartimin),100,50,3,0.2,1,5,quartimin,NA,4.601216063074136,NA,5.29345982816998,NA,0.6,NA,0.34545454545454546,NA,0.36090650314909245,NA
